Latitude,Longitude,Altitude,Distance,Alignment,Distance_Sensors,Proximity,Wheel_Speed,Velocity
37.41788452106059,-121.81084538431824,30.628426159461664,0.0,False,2.693672367290296,True,2.2320980206350334,0.66962940619051
37.4178845205606,-121.8108443843184,30.628426159461664,0.0003,True,1.7472200775280553,True,3.645406451339842,1.0936219354019525
37.41788451906059,-121.81084338431955,30.628426159461664,0.0006,False,4.850865924360699,True,3.7646472414244037,1.129394172427321
37.4178845165606,-121.81084238432274,30.628426159461664,0.0009,False,3.869834427649412,True,4.92667280897732,1.4780018426931958
37.417884513060606,-121.81084138432892,30.628426159461664,0.0012,True,1.1571377182929177,False,0.9703403818565581,0.29110211455696744
37.41788450856062,-121.81084038433907,30.628426159461664,0.0015,False,2.5301766291245205,True,3.52111637958362,1.056334913875086
37.41788450306065,-121.81083938435424,30.628426159461664,0.0018,True,2.320124439490691,False,4.072943922032378,1.2218831766097134
37.417884496560696,-121.8108383843754,30.628426159461664,0.0021,False,3.161826963625741,False,1.2874607966537315,0.3862382389961194
37.41788448906077,-121.81083738440356,30.628426159461664,0.0024,True,1.83171039314148,False,0.6554867244499838,0.19664601733499512
37.41788448056087,-121.81083638443974,30.628426159461664,0.0027,True,1.8103200640370505,True,0.5728452911094132,0.17185358733282394
37.417884471061015,-121.8108353844849,30.628426159461664,0.003,True,3.562906365844956,True,4.93430677848624,1.480292033545872
37.4178844605612,-121.81083438454009,30.628426159461664,0.0032999999999999,True,0.9473924566434064,True,3.5435282376013966,1.063058471280419
37.41788444906146,-121.81083338460624,30.628426159461664,0.0036,True,3.4016643735713106,True,2.0418721387166947,0.6125616416150084
37.417884436561785,-121.8108323846844,30.628426159461664,0.0039,True,4.302037555082836,False,1.2026148607748368,0.36078445823245103
37.4178844230622,-121.81083138477555,30.628426159461664,0.0042,True,4.405145357278419,False,2.1361077851200028,0.6408323355360008
37.41788440856271,-121.81083038488072,30.628426159461664,0.0045,False,3.037569342273419,True,0.7097493699276669,0.21292481097830007
37.417884393063325,-121.8108293850009,30.628426159461664,0.0048,False,3.126917531277233,True,1.9974951152161953,0.5992485345648586
37.41788437656408,-121.81082838513706,30.628426159461664,0.0051,True,2.0925469277460245,True,4.777352704049564,1.4332058112148691
37.41788435906497,-121.81082738529022,30.628426159461664,0.0054,True,1.6186314358216074,True,2.2270064954452766,0.668101948633583
37.417884340566026,-121.81082638546138,30.628426159461664,0.0056999999999999,False,4.908789549921946,True,2.897083045653373,0.8691249136960119
37.41788432106726,-121.81082538565155,30.628426159461664,0.006,True,4.401386249097052,True,3.2001624556506147,0.9600487366951844
37.4178843005687,-121.81082438586172,30.628426159461664,0.0063,False,1.0178920611177595,False,2.7287208498791995,0.8186162549637598
37.41788427907036,-121.81082338609286,30.628426159461664,0.0065999999999999,False,4.09446207683225,True,1.8034411203833889,0.5410323361150167
37.41788425657226,-121.81082238634602,30.628426159461664,0.0069,True,1.5481059148205427,True,1.763169748951268,0.5289509246853804
37.41788423307442,-121.81082138662218,30.628426159461664,0.0072,True,2.8726508969864764,False,3.347049240720174,1.0041147722160522
