Temperature,Humidity,Light_Level
31.48482548852229,31.292791897191496,548.0329453580845
21.56668537780179,48.87861183347009,143.9371878109721
23.68212812150591,40.768480250690345,885.2827077344742
12.368549512735662,61.98418759418091,828.8786553505284
12.676042437378612,55.15731305143629,798.2500312360296
16.71283091790716,55.5311777655209,201.99602666162286
15.694804749806657,44.51247850038854,296.3761428663042
34.08806467500508,32.310814434388526,732.2483385726522
19.782809332120873,57.8666558309286,693.3381800631897
20.570031182144593,53.614634540808815,918.5879879269421
11.322545290404905,44.2191267228303,812.5686861481986
20.920221092892078,57.12717183926327,345.5125833245968
18.896456683618638,46.77583568727476,10.820610990796009
11.931141929456523,37.41195775805467,556.0878665172618
27.475327201291208,53.23685919210604,280.1404306946087
25.674806851423604,64.95590512936269,667.0431311768743
10.549351636239265,43.5472684207095,718.4899231399214
13.926136693540851,65.31877495290308,20.196123883929328
26.87252978386228,56.09900775471121,937.6930003238417
12.854700240222954,32.412754176253024,512.5474146919616
11.115456841590444,40.093713696243455,789.6158220680644
22.232740519706375,40.862786396552956,30.32387855740637
20.722873842092223,52.630976126578034,293.9170217860183
11.478869969069176,46.375211573100025,507.36325369231474
26.683813083900738,43.87839200230255,953.4069489434744
27.242902111054846,39.79582500146671,880.3822455472359
31.33722568486861,48.0305331914748,202.22035952547645
32.05398425710203,36.033460402306936,625.9577224919615
25.107804639051157,49.41641723445886,561.2165797231409
20.820224077687847,66.70564190160015,591.1183597252881
15.270214214615404,60.38586810120269,89.80533024352555
26.075835404367123,57.52908800272375,265.6490920611614
24.563317203979544,56.981840740807456,975.5034725489398
23.76048076330234,63.01148342833771,212.71070115627234
25.18274431028768,31.362460754806992,464.19182294785367
12.91543877586731,30.13863386856663,132.99282491139675
31.003260959033298,48.56068370560566,973.691682388324
17.30165461523199,64.37970993806701,315.54067628453055
30.95453833859601,37.568507233542825,408.7446276888739
22.918487585424295,48.12259502697889,801.6721238841432
25.434119423075927,49.235802058882726,849.2490656972246
24.21185544684502,35.04289972710889,339.63262274011674
14.111232354238318,61.02194252197201,53.426847125440545
32.22406710575675,54.385634122862115,694.0952940454132
26.626705190586176,69.9543247539133,204.1458846362666
18.494882205169436,34.66402475779097,400.126710301839
19.89206014857647,35.48306184053364,376.6602099795093
14.771365767579692,61.60057678531277,103.9134543387944
18.158344166281374,59.506603672225495,564.0324547529544
19.99311334014483,32.362100249634985,596.0509965161261
26.91703190520081,61.201726194108915,920.8415596005308
31.095089143752293,69.17532614728815,445.31607305670093
11.745745987837244,63.515502470143055,705.6321320642222
30.198891002864087,36.69848250478723,673.4025276386957
19.89571598437722,68.25530821043904,5.502580133441737
23.072841209195843,33.858381407755054,460.5525964979416
13.234033564273755,52.62507415833356,984.5766204070941
15.77520735454615,64.79372294009545,527.0500734990557
23.71596323263529,63.06666366828115,528.2526587068609
24.707823205022223,47.655666011585865,951.6381030403714
22.20274836654852,63.7153643187451,942.7679570010583
18.85734724514509,53.57240652388316,462.0320326918924
21.298122741040952,37.289303503139486,465.47571068098813
15.395269267289866,34.822650326673504,225.4189716328302
26.63558994375466,30.92442292513736,848.8915204515109
25.636208391058105,65.37277350541696,676.1719652670631
16.055479926851444,45.91820705894726,55.940867364626776
20.174660378788833,62.863753109267364,670.4281279696551
16.127554226267712,55.62737894996903,65.77355340075198
16.463010357541208,55.97067868962629,819.6515589938541
24.56569659002016,51.41387327091422,91.75045420524685
21.532364091206194,58.30354463877267,378.850845347442
31.72812972704687,65.71165778148656,943.9235517968974
27.972082841084028,64.1307943141802,943.2685226673453
28.442932439070923,43.76281423531094,604.8538048958794
33.78149919646306,36.290082036260515,549.6429168436882
28.967826477728313,63.38918213977317,283.93243524006783
29.835976996274187,44.49474238800242,75.86035392128743
15.197405527949162,59.7058153126829,174.77585638985693
28.98203212515332,67.18074610527613,884.5722041504266
22.73858299574081,69.38199884323208,749.2942508125559
27.090661274506065,32.43244009118434,974.6182263200649
16.19814201287219,60.04618748543206,610.7121243738408
25.203852954640972,45.70638987883967,568.7044171383409
28.200421979277596,36.69510987968559,725.2721195324176
11.77953168879093,53.95659274065264,19.695731618919577
23.501177510155884,31.490386952473493,795.1505918300984
29.480531068686265,62.50497335369642,254.99241723427167
30.7609820480775,41.49120708955178,641.1283981361626
22.19654574108961,60.41613351721435,505.08534410641306
29.46941143466191,58.660083745705606,321.2083468806588
26.246659719928573,42.440416040406774,588.5993102320498
10.280096092433094,42.839758351406644,568.3764960372237
31.334807814583655,58.75790732307523,20.828851235205057
11.857078282054903,36.06481378793951,613.4640107901258
32.952302254764405,67.13055669355927,659.0036363246472
30.18482056953007,42.74924613198644,943.1911150632201
34.82116655485362,69.665983746765,601.2023517832234
15.442406181116885,49.67658410672503,25.318301930541963
22.20165909104695,53.91803102300808,792.5588490685425
28.518221344273574,40.70439993600142,245.34186025608884
21.47096420799988,68.09624621302152,153.97768449950644
11.791531098256097,64.9116926437149,441.2933130397398
16.437926242941245,39.96163615684697,507.2833652711042
11.709430081784882,59.916066098858145,388.4780431649888
27.89906792172934,63.028924009032096,465.3756001598702
30.76004231987213,38.169802427919706,973.2489552095631
17.691762968766255,54.31102368477367,799.1882333549994
18.195742161639537,59.67637733123206,390.09756730505364
15.94462607347694,42.322784318233914,756.6073750289228
27.311918817417666,41.76166266199574,435.8716350961228
16.16600320953556,32.51979885289855,18.130243829751926
16.044528711025073,45.693807721853645,101.1423045123233
29.272747666316207,59.40059684928305,144.58970176938945
17.122365968922324,52.07983004945444,586.3515392722328
19.527259484742483,42.2356781903703,238.73388097725746
22.326621509496835,68.59680575017676,941.5213565223111
32.43558197581562,34.06227340628842,384.1436299861868
18.606068143737517,62.924139858266585,192.77814131462233
17.143542417035786,38.080606012151904,761.2701370214683
22.15635866213458,64.68989587004063,748.2286879146069
20.93166343188615,37.37704695094112,690.2873323532656
26.88046827705715,47.102683775772306,933.7441313128601
24.753340660020008,54.740651974101276,647.2586188099384
31.676723497646545,68.30575450468055,336.03536873651876
26.1923125501623,65.75890041378679,194.54701379954398
15.850950069676935,36.537246746391205,228.3065835308161
27.216084948191586,62.316847362463875,877.7814478644466
25.545504658140874,41.66820792616879,6.902017810781147
10.462651497372468,41.37473246167506,854.4648080495904
14.715392578787053,44.16910068636576,159.53206475926262
28.651873986531832,66.8485487293152,117.0304762888309
10.495141092251139,44.235211965683305,581.4902388325554
10.95496517146992,30.00594579575897,696.6219970233624
33.94078459708342,31.13753360106538,937.2340671606106
21.739565533926378,62.44496091690828,936.0121879891916
26.430103473169982,45.36545365892768,913.423951446871
