Latitude,Longitude,Altitude,Distance,Alignment
37.8001753634366,-121.09788431431568,64.54560256146846,0.0,False
37.800175362936606,-121.09788331431584,64.54560256146846,0.0003,False
37.8001753614366,-121.097882314317,64.54560256146846,0.0006,True
37.800175358936606,-121.09788131432018,64.54560256146846,0.0009,False
37.800175355436615,-121.09788031432636,64.54560256146846,0.0012,True
37.80017535093663,-121.09787931433652,64.54560256146846,0.0015,False
37.80017534543666,-121.09787831435168,64.54560256146846,0.0018,True
37.800175338936704,-121.09787731437284,64.54560256146846,0.0021,False
37.800175331436776,-121.097876314401,64.54560256146846,0.0024,False
37.80017532293688,-121.09787531443718,64.54560256146846,0.0027,False
37.80017531343702,-121.09787431448234,64.54560256146846,0.003,True
37.80017530293721,-121.09787331453752,64.54560256146846,0.0032999999999999,True
37.80017529143747,-121.09787231460368,64.54560256146846,0.0036,False
37.80017527893779,-121.09787131468184,64.54560256146846,0.0039,False
37.800175265438206,-121.097870314773,64.54560256146846,0.0042,True
37.80017525093872,-121.09786931487815,64.54560256146846,0.0045,True
37.80017523543933,-121.09786831499834,64.54560256146846,0.0048,True
37.80017521894008,-121.0978673151345,64.54560256146846,0.0051,True
37.80017520144098,-121.09786631528766,64.54560256146846,0.0054,True
37.800175182942034,-121.09786531545882,64.54560256146846,0.0056999999999999,False
37.80017516344327,-121.097864315649,64.54560256146846,0.006,False
37.80017514294471,-121.09786331585914,64.54560256146846,0.0063,True
37.800175121446365,-121.0978623160903,64.54560256146846,0.0065999999999999,True
37.800175098948266,-121.09786131634344,64.54560256146846,0.0069,False
37.800175075450426,-121.09786031661962,64.54560256146846,0.0072,True
37.80017505095288,-121.09785931691977,64.54560256146846,0.0075,False
37.80017502545565,-121.09785831724491,64.54560256146846,0.0078,False
37.800174998958745,-121.09785731759604,64.54560256146846,0.0081,True
37.80017497146221,-121.0978563179742,64.54560256146846,0.0084,True
37.80017494296607,-121.09785531838034,64.54560256146846,0.0087,True
37.80017491347035,-121.09785431881548,64.54560256146846,0.009,True
37.800174882975085,-121.0978533192806,64.54560256146846,0.0093,False
37.80017485148029,-121.09785231977672,64.54560256146846,0.0096,True
37.800174818986015,-121.09785132030484,64.54560256146846,0.0099,False
37.80017478549228,-121.09785032086596,64.54560256146846,0.0102,False
37.800174750999126,-121.09784932146108,64.54560256146846,0.0105,True
37.800174715506586,-121.09784832209118,64.54560256146846,0.0108,False
37.80017467901469,-121.09784732275726,64.54560256146846,0.0110999999999999,True
37.80017464152348,-121.09784632346036,64.54560256146846,0.0113999999999999,True
37.80017460303299,-121.09784532420144,64.54560256146846,0.0117,True
37.80017456354327,-121.0978443249815,64.54560256146846,0.012,False
37.80017452305434,-121.09784332580156,64.54560256146846,0.0123,False
37.80017448156625,-121.0978423266626,64.54560256146846,0.0126,True
37.80017443907904,-121.09784132756562,64.54560256146846,0.0129,False
37.80017439559276,-121.09784032851164,64.54560256146846,0.0131999999999999,False
37.80017435110745,-121.09783932950164,64.54560256146846,0.0135,False
37.80017430562315,-121.09783833053665,64.54560256146846,0.0138,False
37.80017425913991,-121.0978373316176,64.54560256146846,0.0141,False
37.80017421165777,-121.09783633274556,64.54560256146846,0.0144,True
37.800174163176784,-121.0978353339215,64.54560256146846,0.0147,True
37.800174113697,-121.0978343351464,64.54560256146846,0.015,True
37.80017406321846,-121.0978333364213,64.54560256146846,0.0153,False
37.80017401174123,-121.09783233774718,64.54560256146846,0.0156,True
37.800173959265344,-121.09783133912502,64.54560256146846,0.0158999999999999,True
37.800173905790864,-121.09783034055584,64.54560256146846,0.0162,True
37.80017385131784,-121.09782934204064,64.54560256146846,0.0165,False
37.800173795846334,-121.09782834358042,64.54560256146846,0.0168,False
37.80017373937639,-121.09782734517616,64.54560256146846,0.0171,True
37.80017368190807,-121.09782634682888,64.54560256146846,0.0174,True
37.80017362344144,-121.09782534853956,64.54560256146846,0.0177,True
37.800173563976536,-121.0978243503092,64.54560256146846,0.018,True
37.80017350351344,-121.0978233521388,64.54560256146846,0.0183,True
37.800173442052206,-121.09782235402938,64.54560256146846,0.0186,True
37.80017337959289,-121.0978213559819,64.54560256146846,0.0189,False
37.80017331613556,-121.0978203579974,64.54560256146846,0.0192,True
37.80017325168028,-121.09781936007684,64.54560256146846,0.0195,False
37.80017318622711,-121.09781836222125,64.54560256146846,0.0198,True
37.800173119776105,-121.0978173644316,64.54560256146846,0.0201,True
37.80017305232736,-121.0978163667089,64.54560256146846,0.0204,True
37.80017298388092,-121.09781536905416,64.54560256146846,0.0207,False
37.80017291443686,-121.09781437146836,64.54560256146846,0.021,True
37.80017284399525,-121.09781337395248,64.54560256146846,0.0213,True
37.80017277255615,-121.09781237650756,64.54560256146846,0.0216,True
37.80017270011965,-121.09781137913455,64.54560256146846,0.0219,False
37.80017262668581,-121.09781038183452,64.54560256146846,0.0221999999999999,True
37.80017255225472,-121.0978093846084,64.54560256146846,0.0225,False
37.800172476826425,-121.09780838745722,64.54560256146846,0.0227999999999999,False
37.800172400401024,-121.09780739038196,64.54560256146846,0.0231,False
37.80017232297858,-121.09780639338362,64.54560256146846,0.0234,True
37.80017224455919,-121.0978053964632,64.54560256146846,0.0237,True
37.8001721651429,-121.09780439962172,64.54560256146846,0.024,True
37.80017208472982,-121.09780340286012,64.54560256146846,0.0243,True
37.80017200332002,-121.09780240617944,64.54560256146846,0.0246,False
37.80017192091358,-121.0978014095807,64.54560256146846,0.0249,False
37.80017183751058,-121.09780041306485,64.54560256146846,0.0252,False
37.80017175311111,-121.09779941663288,64.54560256146846,0.0255,True
37.80017166771524,-121.0977984202858,64.54560256146846,0.0258,True
37.80017158132308,-121.09779742402463,64.54560256146846,0.0261,False
37.80017149393469,-121.09779642785035,64.54560256146846,0.0263999999999999,True
37.800171405550174,-121.09779543176398,64.54560256146846,0.0266999999999999,False
37.80017131616962,-121.09779443576647,64.54560256146846,0.027,True
37.80017122579311,-121.09779343985883,64.54560256146846,0.0272999999999999,True
37.80017113442073,-121.0977924440421,64.54560256146846,0.0276,True
37.80017104205259,-121.0977914483172,64.54560256146846,0.0278999999999999,True
37.800170948688766,-121.0977904526852,64.54560256146846,0.0282,False
37.80017085432936,-121.09778945714704,64.54560256146846,0.0284999999999999,False
37.80017075897446,-121.09778846170374,64.54560256146846,0.0288,False
37.80017066262417,-121.0977874663563,64.54560256146846,0.0291,False
37.80017056527858,-121.0977864711057,64.54560256146846,0.0294,True
37.80017046693778,-121.09778547595296,64.54560256146846,0.0297,True
37.80017036760188,-121.09778448089904,64.54560256146846,0.03,True
37.80017026727098,-121.09778348594494,64.54560256146846,0.0303,True
37.800170165945175,-121.09778249109168,64.54560256146846,0.0306,False
37.80017006362456,-121.09778149634026,64.54560256146846,0.0309,False
37.800169960309255,-121.09778050169164,64.54560256146846,0.0312,False
37.80016985599935,-121.09777950714684,64.54560256146846,0.0315,True
37.80016975069496,-121.09777851270684,64.54560256146846,0.0317999999999999,True
37.80016964439617,-121.09777751837268,64.54560256146846,0.0321,True
37.8001695371031,-121.09777652414527,64.54560256146846,0.0324,True
37.80016942881586,-121.09777553002566,64.54560256146846,0.0327,True
37.80016931953456,-121.09777453601484,64.54560256146846,0.033,True
37.8001692092593,-121.0977735421138,64.54560256146846,0.0332999999999999,True
37.80016909799019,-121.09777254832352,64.54560256146846,0.0336,False
37.80016898572735,-121.09777155464502,64.54560256146846,0.0339,False
37.80016887247089,-121.09777056107929,64.54560256146846,0.0342,False
37.80016875822092,-121.09776956762728,64.54560256146846,0.0345,False
37.80016864297755,-121.09776857429004,64.54560256146846,0.0348,False
37.8001685267409,-121.09776758106854,64.54560256146846,0.0351,False
37.800168409511095,-121.09776658796376,64.54560256146846,0.0354,False
37.80016829128824,-121.09776559497672,64.54560256146846,0.0357,False
37.80016817207246,-121.09776460210838,64.54560256146846,0.036,False
37.80016805186386,-121.09776360935976,64.54560256146846,0.0363,True
37.80016793066259,-121.09776261673188,64.54560256146846,0.0366,True
37.800167808468736,-121.09776162422564,64.54560256146846,0.0368999999999999,True
